9.499999999999999556e-01,2.299999999999999822e+00
9.512499999999999289e-01,2.301250000000000018e+00
9.524999999999999023e-01,2.302499999999999769e+00
9.537499999999999867e-01,2.303749999999999964e+00
9.549999999999999600e-01,2.304999999999999716e+00
9.562499999999999334e-01,2.306249999999999911e+00
9.575000000000000178e-01,2.307499999999999662e+00
9.587499999999999911e-01,2.308749999999999858e+00
9.599999999999999645e-01,2.309999999999999609e+00
9.612499999999999378e-01,2.311249999999999805e+00
9.624999999999999112e-01,2.312500000000000000e+00
9.637499999999999956e-01,2.313749999999999751e+00
9.649999999999999689e-01,2.314999999999999947e+00
9.662499999999999423e-01,2.316249999999999698e+00
9.675000000000000266e-01,2.317499999999999893e+00
9.687500000000000000e-01,2.318749999999999645e+00
9.699999999999999734e-01,2.319999999999999840e+00
9.712499999999999467e-01,2.321250000000000036e+00
9.724999999999999201e-01,2.322499999999999787e+00
9.737500000000000044e-01,2.323749999999999982e+00
9.749999999999999778e-01,2.324999999999999734e+00
9.762499999999999512e-01,2.326249999999999929e+00
9.775000000000000355e-01,2.327499999999999680e+00
9.787500000000000089e-01,2.328749999999999876e+00
9.799999999999999822e-01,2.330000000000000071e+00
9.812499999999999556e-01,2.331249999999999822e+00
9.824999999999999289e-01,2.332500000000000018e+00
9.837500000000000133e-01,2.333749999999999769e+00
9.849999999999999867e-01,2.334999999999999964e+00
9.862499999999999600e-01,2.336249999999999716e+00
9.875000000000000444e-01,2.337499999999999911e+00
9.887500000000000178e-01,2.338749999999999662e+00
9.899999999999999911e-01,2.339999999999999858e+00
9.912499999999999645e-01,2.341250000000000053e+00
9.924999999999999378e-01,2.342499999999999805e+00
9.937500000000000222e-01,2.343750000000000000e+00
9.949999999999999956e-01,2.344999999999999751e+00
9.962499999999999689e-01,2.346249999999999947e+00
9.975000000000000533e-01,2.347499999999999698e+00
9.987500000000000266e-01,2.348749999999999893e+00
1.000000000000000000e+00,2.349999999999999645e+00
1.001249999999999973e+00,2.351249999999999840e+00
1.002499999999999947e+00,2.352500000000000036e+00
1.003749999999999920e+00,2.353749999999999787e+00
1.004999999999999893e+00,2.354999999999999982e+00
1.006250000000000089e+00,2.356249999999999734e+00
1.007500000000000062e+00,2.357499999999999929e+00
1.008750000000000036e+00,2.358749999999999680e+00
1.010000000000000009e+00,2.359999999999999876e+00
1.011249999999999982e+00,2.361250000000000071e+00
1.012499999999999956e+00,2.362499999999999822e+00
1.013749999999999929e+00,2.363750000000000018e+00
1.015000000000000124e+00,2.364999999999999769e+00
1.016250000000000098e+00,2.366249999999999964e+00
1.017500000000000071e+00,2.367499999999999716e+00
1.018750000000000044e+00,2.368749999999999911e+00
1.020000000000000018e+00,2.370000000000000107e+00
1.021249999999999991e+00,2.371249999999999858e+00
1.022499999999999964e+00,2.372500000000000053e+00
1.023749999999999938e+00,2.373749999999999805e+00
1.024999999999999911e+00,2.375000000000000000e+00
1.026250000000000107e+00,2.376249999999999751e+00
1.027500000000000080e+00,2.377499999999999947e+00
1.028750000000000053e+00,2.378749999999999698e+00
1.030000000000000027e+00,2.379999999999999893e+00
1.031250000000000000e+00,2.381250000000000089e+00
1.032499999999999973e+00,2.382499999999999840e+00
1.033749999999999947e+00,2.383750000000000036e+00
1.035000000000000142e+00,2.384999999999999787e+00
1.036250000000000115e+00,2.386249999999999982e+00
1.037500000000000089e+00,2.387499999999999734e+00
1.038750000000000062e+00,2.388749999999999929e+00
1.040000000000000036e+00,2.389999999999999680e+00
1.041250000000000009e+00,2.391249999999999876e+00
1.042499999999999982e+00,2.392500000000000071e+00
1.043749999999999956e+00,2.393749999999999822e+00
1.044999999999999929e+00,2.395000000000000018e+00
1.046250000000000124e+00,2.396249999999999769e+00
1.047500000000000098e+00,2.397499999999999964e+00
1.048750000000000071e+00,2.398749999999999716e+00
1.050000000000000044e+00,2.399999999999999911e+00
